INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,X15,X16,age_group,shooting_yearmon,shooting_year,year
80-10-050884,BURGLARY,"PISTOL, SEMI-AUTOMATIC",RUGER,NA,22C,2010-11-14,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2010,2010,2010
80-10-079387,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40211,NULL,NULL,NULL,NA,NA,NA,NA,NA,2010
80-11-004841,ROBBERY,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",KEL-TEC,380C,2011-01-19,4100 BLOCK FLINTLOCK DR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Jan 2011,2011,2011
80-11-004841,ROBBERY,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",KEL-TEC,380C,2011-01-19,4100 BLOCK FLINTLOCK DR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Jan 2011,2011,2011
80-11-004841,ROBBERY,"PISTOL, SEMI-AUTOMATIC","KELTEC, CNC IND",KEL-TEC,380C,2011-01-19,4100 BLOCK FLINTLOCK DR,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,Jan 2011,2011,2011
80-11-010943,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,NA,NA,2011
80-11-017224,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40241,NULL,NULL,NULL,NA,NA,NA,NA,NA,2011
80-11-021359,WPNS LAW VIOLATION,NULL,PHOENIX ARMS CO,NA,NA,2011-03-24,600 BLOCK WEST JEFFERSON,LOUISVILLE,KY,40214,NULL,NULL,NULL,NA,NA,NA,Mar 2011,2011,2011
80-11-021359,WPNS LAW VIOLATION,NULL,PHOENIX ARMS CO,NA,NA,2011-03-24,600 BLOCK WEST JEFFERSON,LOUISVILLE,KY,40214,NULL,NULL,NULL,NA,NA,NA,Mar 2011,2011,2011
80-11-051102,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40212,NULL,NULL,NULL,NA,NA,NA,NA,NA,2011
80-11-018928,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",HIPOINT,CF-380,9MM,2011-03-15,11800 BLOCK NANSEMOND PL,LOUISVILLE,KY,40245,NULL,NULL,NULL,NA,NA,NA,Mar 2011,2011,2011
80-11-075504,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40299,NULL,NULL,NULL,NA,NA,NA,NA,NA,2011
80-11-031306,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",REMINGTON ARMS,RIFLE: MODEL 58,22C,2011-04-26,2100 BLOCK BROWNSBORO RD,LOUISVILLE,KY,40206,NULL,NULL,NULL,NA,NA,NA,Apr 2011,2011,2011
80-11-031306,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",REMINGTON ARMS,RIFLE: MODEL 58,22C,2011-04-26,2100 BLOCK BROWNSBORO RD,LOUISVILLE,KY,40206,NULL,NULL,NULL,NA,NA,NA,Apr 2011,2011,2011
80-11-031306,AGGRAVATED ASSAULT,"RIFLE, BOLT ACTION",REMINGTON ARMS,RIFLE: MODEL 58,22C,2011-04-26,2100 BLOCK BROWNSBORO RD,LOUISVILLE,KY,40206,NULL,NULL,NULL,NA,NA,NA,Apr 2011,2011,2011
80-11-044472,WPNS LAW VIOLATION,NULL,RUGER,"STURM, RUGER &",NA,2011-06-09,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jun 2011,2011,2011
80-11-067457,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 27 (40 SW,40C,2011-08-24,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Aug 2011,2011,2011
80-11-068174,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40214,NULL,NULL,NULL,NA,NA,NA,NA,NA,2011
80-11-065524,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC",SIG-SAUER,NA,9MM,2012-07-19,5500 BLOCK BIG BEN DR,LOUISVILLE,KY,40291,NULL,NULL,NULL,NA,NA,NA,Jul 2012,2012,2012
80-11-087101,ALL OTHER OFFENSES,NULL,RUGER,HANDGUNS: MARK,NA,2011-10-27,12900 BLOCK WOODED FOREST RD,MIDDLETOWN,KY,40243,NULL,NULL,NULL,NA,NA,NA,Oct 2011,2011,2011
80-11-082095,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT92,9MM,2011-10-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Oct 2011,2011,2011
80-11-082095,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,MODEL PT92,9MM,2011-10-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Oct 2011,2011,2011
80-12-014084,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 30 (45 AC,4570,2012-02-22,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Feb 2012,2012,2012
80-16-002945,AGGRAVATED ASSAULT,"RIFLE, CARBINE",COLT,RF COLT CARBINE,22C,2016-01-08,4100 BLOCK EDEN LN,SHIVELY,KY,40216,NULL,NULL,NULL,NA,NA,NA,Jan 2016,2016,2016
80-16-014248,NARCOTICS,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 19/19C (9,9MM,2016-02-18,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Feb 2016,2016,2016
80-16-019315,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40203,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-010484,SIMPLE ASSAULT,NULL,SMITH & WESSON,NA,NA,2016-02-04,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40203,NULL,NULL,NULL,NA,NA,NA,Feb 2016,2016,2016
80-16-016400,STOLEN PROPERTY,"PISTOL, REVOLVER",TAURUS INTERNAT,THE JUDGE,45C,2016-02-25,2100 BLOCK DIXIE HWY,LOUISVILLE,KY,40210,NULL,NULL,NULL,NA,NA,NA,Feb 2016,2016,2016
80-16-023445,ACCIDENTAL SHOOTING,NULL,SMITH & WESSON,NA,NA,2016-03-20,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40214,NULL,NULL,NULL,NA,NA,NA,Mar 2016,2016,2016
80-16-025654,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40211,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-036670,AGGRAVATED ASSAULT,NULL,"GLOCK, INC.",GLOCK WITH CONV,NA,2016-05-01,S 26TH ST / W BROADWAY,LOUISVILLE,KY,40211,NULL,NULL,NULL,NA,NA,NA,May 2016,2016,2016
80-16-042612,DEATH INVESTIGATION,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40218,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-061498,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LYNDON,KY,40242,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-063712,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RUGER,LC9,9MM,2016-07-27,S 4TH ST / WINKLER AVE,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Jul 2016,2016,2016
80-16-063712,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RUGER,LC9,9MM,2016-07-27,S 4TH ST / WINKLER AVE,LOUISVILLE,KY,40208,NULL,NULL,NULL,NA,NA,NA,Jul 2016,2016,2016
80-16-065740,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40220,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-065758,INJURED PERSON REPORT,NULL,SIG-SAUER,NA,NA,2016-08-03,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Aug 2016,2016,2016
80-16-055112,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,SW9,NA,2016-06-30,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jun 2016,2016,2016
80-16-081572,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40216,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-092999,ALL OTHER OFFENSES,"PISTOL, SEMI-AUTOMATIC",SIG-SAUER,PISTOL: 229 SER,40C,2016-10-30,S 24TH ST / W BROADWAY,LOUISVILLE,KY,40211,NULL,NULL,NULL,NA,NA,NA,Oct 2016,2016,2016
80-16-095059,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40205,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-097677,WPNS LAW VIOLATION,NULL,JIMENEZ ARMS,NA,NA,2016-11-14,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2016,2016,2016
80-16-097677,WPNS LAW VIOLATION,NULL,JIMENEZ ARMS,NA,NA,2016-11-14,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2016,2016,2016
80-10-003061,ROBBERY,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2010-01-13,500 BLOCK WASHBURN AVE,LYNDON,KY,40222,WHITE,M,23,NA,NA,"(20,30]",Jan 2010,2010,2010
80-10-003061,ROBBERY,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2010-01-13,500 BLOCK WASHBURN AVE,LYNDON,KY,40222,WHITE,M,23,NA,NA,"(20,30]",Jan 2010,2010,2010
80-10-003061,ROBBERY,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2010-01-13,500 BLOCK WASHBURN AVE,LYNDON,KY,40222,WHITE,M,23,NA,NA,"(20,30]",Jan 2010,2010,2010
80-10-003061,ROBBERY,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2010-01-13,500 BLOCK WASHBURN AVE,LYNDON,KY,40222,WHITE,M,23,NA,NA,"(20,30]",Jan 2010,2010,2010
80-11-010000,AGGRAVATED ASSAULT,"PISTOL, REVOLVER",EAGLE ARMS,NA,38C,2011-02-09,2300 BLOCK HOWARD ST,LOUISVILLE,KY,40211,BLACK,M,29,NA,NA,"(20,30]",Feb 2011,2011,2011
80-12-069819,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: LCP S,9MM,2012-09-01,100 BLOCK EVERGREEN RD,MIDDLETOWN,KY,40243,BLACK,M,28,NA,NA,"(20,30]",Sep 2012,2012,2012
80-10-084427,WPNS LAW VIOLATION,"SHOTGUN, SINGLE-SHOT",UNKNOWN MANUFAC,NA,410G,2010-10-25,S 18TH ST / W CHESTNUT ST,LOUISVILLE,KY,40203,BLACK,M,56,NA,NA,"(50,60]",Oct 2010,2010,2010
80-10-072225,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",IBERIA FIREARMS,NA,40C,2010-09-14,S 13TH ST / W OAK ST,LOUISVILLE,KY,40210,BLACK,F,25,NA,NA,"(20,30]",Sep 2010,2010,2010
80-10-043368,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,40C,2010-06-09,1900 BLOCK GOLDSMITH LN,LOUISVILLE,KY,40218,BLACK,M,15,NA,NA,"(10,20]",Jun 2010,2010,2010
80-15-099889,NARCOTICS,"SHOTGUN, PUMP ACTION",VOLUNTEER ENTERPRISES INC.,NA,16GA,2015-12-08,4300 BLOCK CHARLOTTE ANN DR,LOUISVILLE,KY,40216,BLACK,M,19,NA,NA,"(10,20]",Dec 2015,2015,2015
80-17-007842,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNATIONAL,NA,9MM,2017-01-27,S 8TH ST / W MARKET ST,LOUISVILLE,KY,40202,BLACK,F,27,NA,NA,"(20,30]",Jan 2017,2017,2017
80-11-043829,WPNS LAW VIOLATION,"PISTOL, REVOLVER",TAURUS INTERNAT,NA,357C,2011-06-07,2600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40212,BLACK,M,33,NA,NA,"(30,40]",Jun 2011,2011,2011
80-16-075070,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2016-09-01,S 28TH ST / VIRGINIA AVE,LOUISVILLE,KY,40211,BLACK,M,20,NA,NA,"(10,20]",Sep 2016,2016,2016
80-16-075070,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,40C,2016-09-01,S 28TH ST / VIRGINIA AVE,LOUISVILLE,KY,40211,BLACK,M,20,NA,NA,"(10,20]",Sep 2016,2016,2016
80-13-045932,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",GLOCK GMBH,MODEL 27 (40 SW,40C,2013-06-21,NACHAND LN / WATTERSON TRL,LOUISVILLE,KY,40291,WHITE,M,32,NA,NA,"(30,40]",Jun 2013,2013,2013
80-10-027197,ROBBERY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,HAND EJECTOR,NA,2010-04-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,24,NA,NA,"(20,30]",Apr 2010,2010,2010
80-10-027197,ROBBERY,NULL,SMITH & WESSON,NA,NA,2010-04-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,24,NA,NA,"(20,30]",Apr 2010,2010,2010
80-11-044948,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",INTRATEC,NA,9MM,2011-06-11,7TH STREET RD / BERRY BLVD,LOUISVILLE,KY,40216,BLACK,M,20,NA,NA,"(10,20]",Jun 2011,2011,2011
80-10-019295,WPNS LAW VIOLATION,"PISTOL, REVOLVER",COLT,RP POLICE,38C,2010-03-19,S 13TH ST / W BROADWAY,LOUISVILLE,KY,40203,WHITE,F,26,NA,NA,"(20,30]",Mar 2010,2010,2010
80-10-019295,WPNS LAW VIOLATION,"PISTOL, REVOLVER",COLT,RP POLICE,38C,2010-03-19,S 13TH ST / W BROADWAY,LOUISVILLE,KY,40203,WHITE,F,26,NA,NA,"(20,30]",Mar 2010,2010,2010
80-10-019295,WPNS LAW VIOLATION,"PISTOL, REVOLVER",COLT,RP POLICE,38C,2010-03-19,S 13TH ST / W BROADWAY,LOUISVILLE,KY,40203,WHITE,F,26,NA,NA,"(20,30]",Mar 2010,2010,2010
80-16-101135,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",COLT,NA,45C,2016-11-27,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2016,2016,2016
80-16-101135,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",COLT,NA,45C,2016-11-27,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2016,2016,2016
80-16-101135,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",COLT,NA,45C,2016-11-27,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2016,2016,2016
80-16-101135,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",COLT,NA,45C,2016-11-27,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Nov 2016,2016,2016
80-16-106970,WPNS LAW VIOLATION,NULL,JIMENEZ ARMS,SEE BRYCO,NA,2016-12-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Dec 2016,2016,2016
80-16-109803,HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,NA,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-16-110157,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40209,NULL,NULL,NULL,NA,NA,NA,NA,NA,2016
80-17-006522,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA
80-17-011680,NARCOTICS,NULL,TAURUS INTERNATIONAL,NA,NA,2017-02-10,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Feb 2017,2017,2017
80-17-010681,WPNS LAW VIOLATION,"PISTOL, REVOLVER",SMITH & WESSON,65-3,357C,2017-02-07,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Feb 2017,2017,2017
80-17-014321,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40241,NULL,NULL,NULL,NA,NA,NA,NA,NA,NA
80-14-027853,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40245,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-035121,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,SW40VE,40C,2014-05-16,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,May 2014,2014,2014
80-14-041880,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40215,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-047999,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40213,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-050993,WPNS LAW VIOLATION,NULL,RUGER,HANDGUNS: LCP S,NA,2014-07-10,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Jul 2014,2014,2014
80-14-058782,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",HARRINGTON & RICHARDSON,H & R (HARRINGT,204,2014-08-08,8500 BLOCK CLAUDIA DR,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,Aug 2014,2014,2014
80-14-058782,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",HARRINGTON & RICHARDSON,H & R (HARRINGT,204,2014-08-08,8500 BLOCK CLAUDIA DR,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,Aug 2014,2014,2014
80-14-058782,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",HARRINGTON & RICHARDSON,H & R (HARRINGT,204,2014-08-08,8500 BLOCK CLAUDIA DR,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,Aug 2014,2014,2014
80-14-058782,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",HARRINGTON & RICHARDSON,H & R (HARRINGT,204,2014-08-08,8500 BLOCK CLAUDIA DR,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,Aug 2014,2014,2014
80-14-058782,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",HARRINGTON & RICHARDSON,H & R (HARRINGT,204,2014-08-08,8500 BLOCK CLAUDIA DR,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,Aug 2014,2014,2014
80-14-058782,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC",HARRINGTON & RICHARDSON,H & R (HARRINGT,204,2014-08-08,8500 BLOCK CLAUDIA DR,LOUISVILLE,KY,40219,NULL,NULL,NULL,NA,NA,NA,Aug 2014,2014,2014
80-10-086383,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: LCP S,380C,2010-10-31,700 BLOCK PARK CREEK CIR,LOUISVILLE,KY,40245,WHITE,M,36,NA,NA,"(30,40]",Oct 2010,2010,2010
80-12-057146,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",NA,NA,45C,2012-07-18,500 BLOCK S 19TH ST,LOUISVILLE,KY,40203,BLACK,M,22,NA,NA,"(20,30]",Jul 2012,2012,2012
80-11-021077,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,NA,NA,2011-03-22,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,BLACK,M,30,NA,NA,"(20,30]",Mar 2011,2011,2011
80-10-084429,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,380C,2010-10-25,100 BLOCK SPRING CREEK CT,WATTERSON_PARK,KY,40218,BLACK,M,22,NA,NA,"(20,30]",Oct 2010,2010,2010
80-10-086383,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: LCP S,380C,2010-10-31,700 BLOCK PARK CREEK CIR,LOUISVILLE,KY,40245,WHITE,M,36,NA,NA,"(30,40]",Oct 2010,2010,2010
80-11-070255,NARCOTICS,"RIFLE, SINGLE-SHOT",REMINGTON ARMS,NA,22C,2011-09-02,3500 BLOCK TUCKER STATION RD,LOUISVILLE,KY,40299,WHITE,M,18,NA,NA,"(10,20]",Sep 2011,2011,2011
80-11-070255,NARCOTICS,"RIFLE, SINGLE-SHOT",REMINGTON ARMS,NA,22C,2011-09-02,3500 BLOCK TUCKER STATION RD,LOUISVILLE,KY,40299,WHITE,M,18,NA,NA,"(10,20]",Sep 2011,2011,2011
80-12-088281,WPNS LAW VIOLATION,"PISTOL, REVOLVER",SMITH & WESSON,REVOLER: MODEL,357C,2012-11-06,2300 BLOCK GARLAND AVE,LOUISVILLE,KY,40211,BLACK,M,17,NA,NA,"(10,20]",Nov 2012,2012,2012
80-12-088281,WPNS LAW VIOLATION,"PISTOL, REVOLVER",SMITH & WESSON,REVOLER: MODEL,357C,2012-11-06,2300 BLOCK GARLAND AVE,LOUISVILLE,KY,40211,BLACK,M,17,NA,NA,"(10,20]",Nov 2012,2012,2012
80-13-033671,THEFT FR VEH,"PISTOL, SEMI-AUTOMATIC",RUGER,HANDGUNS: LCP S,380C,2013-05-17,900 BLOCK E MARKET ST,LOUISVILLE,KY,40206,BLACK,M,21,NA,NA,"(20,30]",May 2013,2013,2013
80-12-001369,NARCOTICS,"PISTOL, REVOLVER",NA,NA,NA,2012-01-05,S 34TH ST / W MARKET ST,LOUISVILLE,KY,40212,BLACK,M,31,NA,NA,"(30,40]",Jan 2012,2012,2012
80-10-028073,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RUGER,P95,9MM,2010-04-19,2400 BLOCK ELLIOTT AVE,LOUISVILLE,KY,40211,BLACK,M,18,NA,NA,"(10,20]",Apr 2010,2010,2010
80-10-028073,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",RUGER,P95,9MM,2010-04-19,2400 BLOCK ELLIOTT AVE,LOUISVILLE,KY,40211,BLACK,M,18,NA,NA,"(10,20]",Apr 2010,2010,2010
80-14-016255,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC","GLOCK, INC.",MODEL 22/22C (4,40C,2014-03-07,1200 BLOCK LARCHMONT AVE,LOUISVILLE,KY,40215,BLACK,M,27,NA,NA,"(20,30]",Mar 2014,2014,2014
80-11-029145,AGGRAVATED ASSAULT,"RIFLE, LEVER ACTION",MARLIN FIREARMS,NA,22C,2011-04-19,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,60,NA,NA,"(50,60]",Apr 2011,2011,2011
80-11-029145,AGGRAVATED ASSAULT,"RIFLE, SINGLE-SHOT",REMINGTON ARMS,NA,243C,2011-04-19,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,60,NA,NA,"(50,60]",Apr 2011,2011,2011
80-11-029145,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC",ISRAEL WEAPON I,NA,50C,2011-04-19,1800 BLOCK BAIRD ST,LOUISVILLE,KY,40203,WHITE,M,60,NA,NA,"(50,60]",Apr 2011,2011,2011
80-12-028891,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",NA,NA,9MM,2012-04-13,2500 BLOCK S 4TH ST,LOUISVILLE,KY,40208,WHITE,F,43,NA,NA,"(40,50]",Apr 2012,2012,2012
80-13-035888,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,PISTOLS: 5906 M,9MM,2013-05-18,600 BLOCK S 44TH ST,LOUISVILLE,KY,40211,BLACK,M,24,NA,NA,"(20,30]",May 2013,2013,2013
80-11-056936,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC",NORINCO,NA,9MM,2013-05-30,1600 BLOCK LINDA WAY,LOUISVILLE,KY,40216,WHITE,M,42,NA,NA,"(40,50]",May 2013,2013,2013
80-12-028891,NARCOTICS,"PISTOL, REVOLVER",NA,NA,32C,2012-04-13,2500 BLOCK S 4TH ST,LOUISVILLE,KY,40208,WHITE,F,43,NA,NA,"(40,50]",Apr 2012,2012,2012
80-14-060597,JUSTIFIABLE HOMICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-054190,ROBBERY,"PISTOL, SEMI-AUTOMATIC",SMITH & WESSON,BODYGUARD,380C,2014-07-21,14800 BLOCK STAR GAZING WAY,LOUISVILLE,KY,40272,NULL,NULL,NULL,NA,NA,NA,Jul 2014,2014,2014
80-14-065133,SUICIDE,NULL,NULL,NULL,NULL,NA,NULL,LOUISVILLE,KY,40241,NULL,NULL,NULL,NA,NA,NA,NA,NA,2014
80-14-069374,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,380C,2014-09-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Sep 2014,2014,2014
80-14-069374,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,380C,2014-09-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Sep 2014,2014,2014
80-14-069374,NARCOTICS,"PISTOL, SEMI-AUTOMATIC",TAURUS INTERNAT,NA,380C,2014-09-11,600 BLOCK W JEFFERSON ST,LOUISVILLE,KY,40202,NULL,NULL,NULL,NA,NA,NA,Sep 2014,2014,2014
80-14-067464,ROBBERY,"PISTOL, SEMI-AUTOMATIC",HIPOINT,NA,9MM,2014-09-05,10400 BLOCK DIXIE HWY,LOUISVILLE,KY,40272,NULL,NULL,NULL,NA,NA,NA,Sep 2014,2014,2014
