CodesAndRegsPermitsID,PermitNumber,Contractor,Description,Category,CategoryName,WorkType,Permittype,Zoning,SquareFeet,PermitFee,ProjectCosts,Address,City,State,ZipCode,CouncilDistrict,IssueDate,Latitude,Longitude
5994,13BL5985,WEBER GROUP INC,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,,384,500,40000,6506 BROOK BEND WAY,LOUISVILLE          ,KY,40229,,11/18/2013 14:17,38.0985833,-85.645604
5995,13BL5985,WEBER GROUP INC,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,,384,50,40000,6506 BROOK BEND WAY,LOUISVILLE          ,KY,40229,,11/18/2013 14:17,38.0985833,-85.645604
5996,339929,TRIUMPH LANDSCAPE CONSTRUCTION,,2,Residential,Addition,Building Permit,,108,42,5000,10527 BLACK IRON RD,LOUISVILLE          ,KY,40291,,8/29/2012 12:52,38.120689,-85.563583
5997,339929,TRIUMPH LANDSCAPE CONSTRUCTION,,2,Residential,Addition,Building Permit,,108,7,5000,10527 BLACK IRON RD,LOUISVILLE          ,KY,40291,,8/29/2012 12:52,38.120689,-85.563583
5998,354770,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,,0,75,1000,2808 WINDSOR FOREST DR,LOUISVILLE          ,KY,40272,,2/28/2013 14:32,38.120461,-85.806664
5999,14HV8230,KEN J BUEHNER HEATING AC,,2,Residential,Replacement,HVAC Permit,,0,75,3000,3702 FALLEN TIMBER DR,BROWNSBORO FARM     ,KY,40241,,7/23/2014 14:11,38.3012426,-85.5969792
6000,14BL2143,SPECIALTY PRODUCTS CO,,1,Commercial,Addition,Building Permit,,892,124,25781,12003 SHELBYVILLE RD,MIDDLETOWN          ,KY,40243,,4/9/2014 8:53,38.249691,-85.534851
6001,354496,REWORX,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,,982,73,60000,2315 GLENMARY AVE,LOUISVILLE          ,KY,40204,,2/20/2013 15:26,38.239601,-85.71413
6002,HV927319,PAT WEBER CO,,2,Residential,Replacement,HVAC Permit,,0,75,5000,11613 EASUM RD,LOUISVILLE          ,KY,40299,,12/19/2014 12:15,38.176589,-85.537662
6003,13HV4338,GLEN T TAYLOR,,1,Commercial,Replacement,HVAC Permit,,0,225,18000,6511 SIGNATURE DR,LOUISVILLE          ,KY,40213,,8/13/2013 15:29,38.156171,-85.714642
6004,13BL4776,HUNTER & ASSOCIATES CONST CO I,,2,Residential,Renovation - Alter - Repair,Building Permit,,2214,166,188315,2409 TUCKER STATION RD,LOUISVILLE          ,KY,40299,,8/23/2013 14:28,38.205948,-85.525198
6005,337323,SIMPLEX GRINNELL LP,,1,Commercial,New,Fire Detection Permit,,20501,170,9000,2120 NEWBURG RD,LOUISVILLE          ,KY,40205,,8/3/2012 14:13,38.216763,-85.707275
6006,14BL3114,TOADVINE ENTERPRISES INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,6975,976,264811,2222 CRUMS LN,SHIVELY             ,KY,40216,,7/2/2014 15:02,38.193401,-85.816422
6007,14BL3427,TOADVINE ENTERPRISES INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,6975,976,264811,2222 CRUMS LN,SHIVELY             ,KY,40216,,7/3/2014 12:07,38.193401,-85.816422
6008,14BL2498,CLEARWATER POOLS SPAS INC,,5,Other,Pool,Building Permit,,420,50,36502,9804 W MANSLICK RD,LOUISVILLE          ,KY,40118,,5/2/2014 10:46,38.113361,-85.783036
6009,357994,UNIVERSAL INSTALLATIONS INC,,2,Residential,New,HVAC Permit,,0,75,4252,3008 BROOKWAY CT,LOUISVILLE          ,KY,40214,,4/3/2013 11:58,38.1505583,-85.8144188
6010,14EL5033,TOM KIRBY & ASSOC INC,,2,Residential,New,Electrical Permit,,0,160,1000,9804 W MANSLICK RD,LOUISVILLE          ,KY,40118,,5/12/2014 8:11,38.113361,-85.783036
6011,270192,CORRIGAN ELECTRIC CO INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,100,2824 AVENUE OF THE WOODS ,LOUISVILLE          ,KY,40241,,6/29/2010 9:06,38.296287,-85.617792
6012,13EL3426,EXPIRED LANHAM'S,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,700,7710 ARNOLDTOWN RD,LOUISVILLE          ,KY,40214,,8/1/2013 13:44,38.1352369,-85.817359
6013,361538,UNIVERSAL INSTALLATIONS INC,,2,Residential,New,HVAC Permit,,0,75,8131,4633 SHENANDOAH DR,LOUISVILLE          ,KY,40241,,5/9/2013 11:39,38.312717,-85.545419
6014,HV924230,VINSON HEATING AIR,,1,Commercial,Replacement,HVAC Permit,,0,150,5000,1601 NONNY LYNN DR,SHIVELY             ,KY,40216,,11/21/2014 11:21,38.2044017,-85.7906903
6015,339873,WHEELER HEATING & AIR,,2,Residential,New,HVAC Permit,,0,75,1000,12310 BRIGHTFIELD DR,MIDDLETOWN          ,KY,40243,,3/20/2013 8:01,38.235863,-85.525996
6016,353467,CAIR HEATING & COOLING LLC,,2,Residential,New,HVAC Permit,,4374,50,8000,18721 BROOKSHADE LN,LOUISVILLE          ,KY,40023,,2/13/2013 8:03,38.235634,-85.4214779
6017,353467,CAIR HEATING & COOLING LLC,,2,Residential,New,HVAC Permit,,4374,75,8000,18721 BROOKSHADE LN,LOUISVILLE          ,KY,40023,,2/13/2013 8:03,38.235634,-85.4214779
6018,13BL1180,HOWELLCO GARAGE BUILDERS,,5,Other,New,Building Permit,,816,50,10000,1612 CEDAR ST,LOUISVILLE          ,KY,40203,,3/20/2014 15:49,38.254374,-85.777764
6019,13HV8927,THREE J'S HVAC OF KENTUCKIANA,,2,Residential,Replacement,HVAC Permit,,0,75,1000,1505 WOODLUCK AVE,LOUISVILLE          ,KY,40205,,12/31/2013 11:46,38.229086,-85.644357
6020,354378,FIREPLACE DISTRIBUTORS,,2,Residential,HVAC MANUFACTURED FIREPLACE,HVAC Permit,,4374,35,1000,18721 BROOKSHADE LN,LOUISVILLE          ,KY,40023,,2/19/2013 15:00,38.235634,-85.4214779
6021,HV917783,KEN J BUEHNER HEATING AC,,2,Residential,Replacement,HVAC Permit,,0,75,3800,1958 GARDINER LN,LOUISVILLE          ,KY,40205,,9/26/2014 14:19,38.209068,-85.678445
6022,BL918755,INMAN HOME SERVICES LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,,100,50,25000,1937 ROANOKE AVE,LOUISVILLE          ,KY,40205,,10/6/2014 14:44,38.227148,-85.70166
6023,EL936257,LANHAMS HEATING AC ELEC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,400,2307 BECKER CT,LOUISVILLE          ,KY,40216,,3/30/2015 13:47,38.218335,-85.799656
6024,349165,LEHMANN HOMES,,2,Residential,New,Building Permit,,4374,1000,200000,18721 BROOKSHADE LN,LOUISVILLE          ,KY,40023,,12/11/2012 11:12,38.235634,-85.4214779
6025,349165,LEHMANN HOMES,,2,Residential,New,Building Permit,,4374,328,200000,18721 BROOKSHADE LN,LOUISVILLE          ,KY,40023,,12/11/2012 11:12,38.235634,-85.4214779
6026,13BL5997,CHAMPION WINDOW CO OF LOUIS,,5,Other,Addition,Building Permit,,192,50,39134,3107 DIEMER LN,LOUISVILLE          ,KY,40205,,11/15/2013 15:11,38.209269,-85.676237
6027,13HV6466,FOUR SEASONS HVAC,,2,Residential,Replacement,HVAC Permit,,0,75,3200,1618 SUTHERLAND DR,LOUISVILLE          ,KY,40205,,10/16/2013 11:09,38.206064,-85.6900409
6028,WR936499,GRASSHOPPERS LANDSCAPE & TREE,,1,Commercial,"GTEQ 3000 SqFt, GTEQ 35 Ft Hgt",Wrecking Permit,,5257,125,0,1509 OLD HARRODS CREEK RD,ANCHORAGE           ,KY,40223,,4/23/2015 10:42,38.26778,-85.551075
6029,13EL2789,HUBER ELECTRIC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,500,6024 SIX MILE LN,LOUISVILLE          ,KY,40218,,7/16/2013 8:14,38.197933,-85.645126
6030,340483,IES Residential,,2,Residential,Temporary Service Pole,Electrical Permit,,0,50,200,9825 COLLIER LN,LOUISVILLE          ,KY,40291,,9/5/2012 10:36,38.119541,-85.59848
6031,358693,BRYANT HEATING & AC,,2,Residential,New,HVAC Permit,,0,75,1000,2404 HAWTHORNE AVE,LOUISVILLE          ,KY,40205,,4/18/2013 15:03,38.219781,-85.67023
6032,13BL5480,ELITE HOMES INC,,2,Residential,New,Building Permit,,3008,225,151334,11309 HAMMOND DR,LOUISVILLE          ,KY,40241,,10/9/2013 16:21,38.320943,-85.5382374
6033,210214,IES Residential,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,441,30,1000,9319 NORTON COMMONS BLVD,LOUISVILLE          ,KY,40059,,9/18/2008 14:41,38.324146,-85.567673
6034,210214,IES Residential,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,441,40,1000,9319 NORTON COMMONS BLVD,LOUISVILLE          ,KY,40059,,9/18/2008 14:41,38.324146,-85.567673
6035,14HV4479,RAYMOND ROBBINS JR,,2,Residential,Replacement,HVAC Permit,,0,75,4200,4708 SETTLE BLVD,LOUISVILLE          ,KY,40219,,4/30/2014 9:09,38.121393,-85.673635
6036,13BL1338,T & T CHYNOWETH INC,,1,Commercial,Renovation - Alter - Repair,Building Permit,,3000,50,4000,9420 NORTON COMMONS BLVD,LOUISVILLE          ,KY,40059,,6/14/2013 10:26,38.324661,-85.566054
6037,355748,AIR CO HVAC CONTRACTORS,,2,Residential,New,HVAC Permit,,0,75,100,10710 ALLEN DR,HOLLYVILLA          ,KY,40118,,3/11/2013 8:56,38.0933459,-85.746429
6038,362778,BALL HOMES INC,,5,Other,Foundation,Building Permit,,2274,50,17700,8810 CHETWOOD TRACE DR,LOUISVILLE          ,KY,40291,,5/20/2013 12:25,38.12075,-85.598567
6039,13HV3642,C & L HEATING AC INC,,2,Residential,Replacement,HVAC Permit,,0,75,4000,7306 OUTER LOOP,LOUISVILLE          ,KY,40228,,7/26/2013 14:43,38.136743,-85.6252669
6040,363335,IES Residential,,2,Residential,Temporary Service Pole,Electrical Permit,,0,50,200,8810 CHETWOOD TRACE DR,LOUISVILLE          ,KY,40291,,5/22/2013 16:31,38.12075,-85.598567
6041,14EL2772,EXPIRED LANHAM'S,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,300,2618 THOMAS AVE,LOUISVILLE          ,KY,40216,,3/4/2014 13:00,38.174517,-85.841859
6042,HV932986,PAT WEBER CO,,3,Multi-Family,Replacement,HVAC Permit,,0,100,6000,1610 S 2ND ST,LOUISVILLE          ,KY,40208,,2/20/2015 12:18,38.22392,-85.759313
6043,363347,PROJECT HEATING,,2,Residential,New,HVAC Permit,,0,75,8000,9008 DUXBURY RD,LANGDON PLACE       ,KY,40242,,5/22/2013 16:53,38.284069,-85.584073
6044,13BL1050,AMERICAN HOME DESIGN,,2,Residential,Addition,Building Permit,,220,50,23497,4329 LAHNNA DR,LOUISVILLE          ,KY,40216,,7/2/2013 15:30,38.180365,-85.8070259
6045,14HV2558,A & I HEATING & AIR,,2,Residential,Replacement,HVAC Permit,,0,75,2000,1823 SHERWOOD AVE,LOUISVILLE          ,KY,40205,,2/20/2014 11:52,38.23088,-85.710244
6046,RS928508,FLAME CONTROL OF AMERICA,,1,Commercial,New,Range Hood Suppression,,0,150,2500,7307 ST ANDREWS CHURCH RD,LOUISVILLE          ,KY,40214,,1/5/2015 16:41,38.154686,-85.801846
6047,SI932296,GLASS SIGN CO,,1,Commercial,On Premises Sign,Sign Permit,,0,50,2215,10412 SHELBYVILLE RD,BLUE RIDGE MANOR    ,KY,40223,,2/11/2015 15:57,38.2452384,-85.5615238
6048,14BL4404,"JACK BAND BUILDER, INC.",,2,Residential,New,Building Permit,,3153,1000,230000,1803 MEREMONT RIDGE RD,LOUISVILLE          ,KY,40245,,9/5/2014 10:08,38.256022,-85.419325
6049,14BL4404,"JACK BAND BUILDER, INC.",,2,Residential,New,Building Permit,,3153,236,230000,1803 MEREMONT RIDGE RD,LOUISVILLE          ,KY,40245,,9/5/2014 10:08,38.256022,-85.419325
6050,348004,JENKINS ESSEX CONSTRUCTION INC,,1,Commercial,Addition,Building Permit,,17500,100,950000,7331 GLOBAL DR,LOUISVILLE          ,KY,40258,,11/27/2012 9:14,38.1397949,-85.8955907
6051,339002,NEW ALBANY HEATING AC,,2,Residential,New,HVAC Permit,,0,75,4000,1749 FRANKFORT AVE,LOUISVILLE          ,KY,40206,,8/20/2012 13:09,38.257229,-85.717117
6052,BL935784,RTS BUILDERS LLC,,2,Residential,New,Building Permit,,1717,128,30000,6226 VALLEY FOREST DR,LOUISVILLE          ,KY,40219,,4/3/2015 15:05,38.159433,-85.683265
6053,BL935784,RTS BUILDERS LLC,,2,Residential,New,Building Permit,,1717,128,30000,6226 VALLEY FOREST DR,LOUISVILLE          ,KY,40219,,4/3/2015 15:05,38.159433,-85.683265
6054,13HV2864,AUTOMATIC AIR CORP.,,1,Commercial,Replacement,HVAC Permit,,0,150,10000,2247 BARDSTOWN RD,LOUISVILLE          ,KY,40205,,7/12/2013 20:08,38.2241454,-85.6913886
6055,348926,BEST CHOICE HEATING & AIR LLC,,2,Residential,New,HVAC Permit,,0,75,4500,5101 WINDY WILLOW DR,LOUISVILLE          ,KY,40241,,12/7/2012 9:59,38.317822,-85.535042
6056,134937,CORRIGAN ELECTRIC CO INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,3,1000,8009 LAUGHTON LN,HURSTBOURNE         ,KY,40222,,10/20/2006 9:37,38.237979,-85.58811
6057,134937,CORRIGAN ELECTRIC CO INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,40,1000,8009 LAUGHTON LN,HURSTBOURNE         ,KY,40222,,10/20/2006 9:37,38.237979,-85.58811
6058,361926,CHAPMAN ENGINEERING CORP,,2,Residential,New,HVAC Permit,,0,75,4000,16718 POLO FIELDS LN,LOUISVILLE          ,KY,40245,,5/14/2013 8:28,38.257458,-85.445209
6059,14FD1030,ORR PROTECTION SYSTEMS INC,,1,Commercial,New,Fire Detection Permit,,55000,230,60000,8307 ST ANDREWS CHURCH RD,LOUISVILLE          ,KY,40258,,10/15/2014 16:19,38.1434908,-85.8364645
6060,SI918729,COMMONWEALTH SIGN CO INC,,1,Commercial,On Premises Sign,Sign Permit,,0,160,8000,8307 ST ANDREWS CHURCH RD,LOUISVILLE          ,KY,40258,,10/6/2014 12:43,38.1434908,-85.8364645
6061,354790,FOUR SEASONS HVAC,,2,Residential,New,HVAC Permit,,0,75,3800,5040 NITTA YUMA DR,LOUISVILLE          ,KY,40059,,3/4/2013 9:18,38.31918,-85.627769
6062,362005,JOHN WATERS ELECTRIC CO INC,,2,Residential,New,HVAC Permit,,0,75,1000,3716 WILLMAR AVE,LOUISVILLE          ,KY,40218,,5/14/2013 7:52,38.201447,-85.652087
6063,359717,HOME RUN IMPROVEMENT,,2,Residential,Addition,Building Permit,,490,36,68000,7006 LOWER HUNTERS TRCE,LOUISVILLE          ,KY,40258,,4/19/2013 14:40,38.1719409,-85.8803609
6064,359717,HOME RUN IMPROVEMENT,,2,Residential,Addition,Building Permit,,490,13,68000,7006 LOWER HUNTERS TRCE,LOUISVILLE          ,KY,40258,,4/19/2013 14:40,38.1719409,-85.8803609
6065,14EL5386,GLENN MILLER ELECTRIC COMPANY,,1,Commercial,Rewire Repair Add Wiring,Electrical Permit,,0,50,600,2247 BARDSTOWN RD,LOUISVILLE          ,KY,40205,,5/21/2014 12:25,38.2241454,-85.6913886
6066,BL925918,KRUSE ALLISON CONSTRUCTION INC,,2,Residential,Renovation - Alter - Repair,Building Permit,,400,50,40000,19016 LONG GROVE WAY,LOUISVILLE          ,KY,40245,,12/9/2014 15:20,38.240615,-85.419215
6067,14HV5738,PIERCE HEATING AIR COND INC,,2,Residential,Replacement,HVAC Permit,,0,75,3200,4437 SANDERS LN,LOUISVILLE          ,KY,40216,,5/30/2014 16:15,38.178971,-85.8115569
6068,359713,"LOUISVILLE HANDYMAN, INC.",,2,Residential,Addition,Building Permit,,50,3,5000,11047 RADLEIGH LN,LOUISVILLE          ,KY,40291,,4/19/2013 10:35,38.093626,-85.567974
6069,359713,"LOUISVILLE HANDYMAN, INC.",,2,Residential,Addition,Building Permit,,50,46,5000,11047 RADLEIGH LN,LOUISVILLE          ,KY,40291,,4/19/2013 10:35,38.093626,-85.567974
6070,13EL4458,DENIER ELECTRIC CO INC,,1,Commercial,New,Electrical Permit,,0,100,80000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,9/6/2013 15:48,38.218551,-85.627195
6071,13EL4458,DENIER ELECTRIC CO INC,,1,Commercial,New,Electrical Permit,,0,5,80000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,9/6/2013 15:48,38.218551,-85.627195
6072,13EL4458,DENIER ELECTRIC CO INC,,1,Commercial,New,Electrical Permit,,0,50,80000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,9/6/2013 15:48,38.218551,-85.627195
6073,13EL4458,DENIER ELECTRIC CO INC,,1,Commercial,New,Electrical Permit,,0,100,80000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,9/6/2013 15:48,38.218551,-85.627195
6074,13EL4458,DENIER ELECTRIC CO INC,,1,Commercial,New,Electrical Permit,,0,50,80000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,9/6/2013 15:48,38.218551,-85.627195
6075,13BL1749,TURNER CONSTRUCTION,,1,Commercial,New,Building Permit,,7895,1026,439000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,8/20/2013 11:52,38.218551,-85.627195
6076,13BL1749,TURNER CONSTRUCTION,,1,Commercial,New,Building Permit,,7895,50,439000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,8/20/2013 11:52,38.218551,-85.627195
6077,13BL1749,TURNER CONSTRUCTION,,1,Commercial,New,Building Permit,,7895,35,439000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,8/20/2013 11:52,38.218551,-85.627195
6078,13BL1749,David Roberts,,1,Commercial,New,Building Permit,,7895,1026,439000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,8/20/2013 11:52,38.218551,-85.627195
6079,13BL1749,David Roberts,,1,Commercial,New,Building Permit,,7895,50,439000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,8/20/2013 11:52,38.218551,-85.627195
6080,13BL1749,David Roberts,,1,Commercial,New,Building Permit,,7895,35,439000,3348 HIKES LN,LOUISVILLE          ,KY,40220,,8/20/2013 11:52,38.218551,-85.627195
6081,BL942430,BLITZ BUILDERS INC,,2,Residential,Addition,Building Permit,,960,50,12500,9816 CALLIE DR,LOUISVILLE          ,KY,40118,,5/28/2015 15:03,38.106633,-85.753966
6082,355385,NEW ALBANY HEATING AC,,2,Residential,New,HVAC Permit,,0,75,3000,1818 DIXDALE AVE,LOUISVILLE          ,KY,40210,,3/4/2013 13:49,38.222024,-85.794378
6083,358682,REWORX,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,,50,46,1400,6805 BROOKLAWN DR,LOUISVILLE          ,KY,40214,,4/10/2013 14:44,38.1539575,-85.8191249
6084,358682,REWORX,,3,Multi-Family,Renovation - Alter - Repair,Building Permit,,50,3,1400,6805 BROOKLAWN DR,LOUISVILLE          ,KY,40214,,4/10/2013 14:44,38.1539575,-85.8191249
6085,356225,ROEHRS,,2,Residential,New,HVAC Permit,,0,75,3500,4207 TELOVI CT,LOUISVILLE          ,KY,40241,,3/14/2013 9:21,38.307947,-85.597139
6086,358835,ADVANCED HANDLING SYSTEMS,,1,Commercial,Renovation - Alter - Repair,Building Permit,,221351,28775,6424006,9101 CANE RUN RD,LOUISVILLE          ,KY,40258,,4/11/2013 16:20,38.122031,-85.895923
6087,361224,FOUR SEASONS HVAC,,2,Residential,New,HVAC Permit,,0,75,1400,2239 MARY CATHERINE DR,SHIVELY             ,KY,40216,,5/16/2013 7:50,38.201565,-85.821239
6088,13BL1809,CONSTRUCTIVE LLC DBA MICHAEL O'DEA,,2,Residential,New,Building Permit,,2428,182,195000,2236 SYCAMORE AVE,LOUISVILLE          ,KY,40206,,7/15/2013 15:21,38.255198,-85.703852
6089,BL917806,REDSMITH CONSTRUCTION,,2,Residential,Addition,Building Permit,,388,50,10000,2410 BRANNING RD,THORNHILL           ,KY,40222,,9/26/2014 15:42,38.29002,-85.626138
6090,13SI1247,HADLEY SIGN SOULTIONS LLC,,1,Commercial,On Premises Sign,Sign Permit,,0,518,12000,6514 PRESTON HWY,LOUISVILLE          ,KY,40219,,11/19/2013 9:30,38.1573763,-85.6972488
6091,SI925924,HADLEY SIGN SOULTIONS LLC,,1,Commercial,On Premises Sign,Sign Permit,,0,114,16500,6514 PRESTON HWY,LOUISVILLE          ,KY,40219,,12/9/2014 9:59,38.1573763,-85.6972488
6092,SI921846,HADLEY SIGN SOULTIONS LLC,,1,Commercial,On Premises Sign,Sign Permit,,0,50,1900,6514 PRESTON HWY,LOUISVILLE          ,KY,40219,,10/30/2014 10:46,38.1573763,-85.6972488
6093,13FS1106,MIDWEST SPRINKLER CORP,,1,Commercial,Single System Repair,Fire Suppression Permit,,221351,250,44800,9101 CANE RUN RD,LOUISVILLE          ,KY,40258,,8/15/2013 14:05,38.122031,-85.895923
6094,13EL6168,MINNICK ELECTRIC,,1,Commercial,New,Electrical Permit,,0,125,75000,6514 PRESTON HWY,LOUISVILLE          ,KY,40219,,10/18/2013 11:13,38.1573763,-85.6972488
6095,13FD1015,SONITROL OF WESTERN KY LLC,,1,Commercial,Modify,Fire Detection Permit,,590000,1290,100000,9101 CANE RUN RD,LOUISVILLE          ,KY,40258,,7/17/2013 11:19,38.122031,-85.895923
6096,13BL1123,BUENA VISTA CONSTRUCTION,,2,Residential,Renovation - Alter - Repair,Building Permit,,190,50,30000,5406 LAURELTREE PL,LOUISVILLE          ,KY,40229,,6/10/2013 13:40,38.10096,-85.6571
6097,13EL1773,POSITIVE ELECTRIC COMPANY INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,2000,1463 ST JAMES CT,LOUISVILLE          ,KY,40208,,7/4/2013 0:34,38.227007,-85.762924
6098,349659,THOMPSON HEATING,,2,Residential,New,HVAC Permit,,0,75,4050,2203 W ORMSBY AVE,LOUISVILLE          ,KY,40210,,12/18/2012 7:56,38.235763,-85.7918211
6099,349659,THOMPSON HEATING,,2,Residential,New,HVAC Permit,,0,75,4050,2203 W ORMSBY AVE,LOUISVILLE          ,KY,40210,,12/18/2012 7:56,38.235763,-85.7918211
6100,13BL4221,AMERICAN LOUVERED ROOFS OF KEN,,2,Residential,Miscellaneous,Building Permit,,216,50,9500,1806 KLINE CT,LOUISVILLE          ,KY,40205,,7/18/2013 11:09,38.210177,-85.683095
6101,13EL1252,MIKE WHALEN ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,1500,6200 GLEN HILL RD,LOUISVILLE          ,KY,40222,,6/3/2013 10:51,38.296701,-85.635028
6102,13EL1252,MIKE WHALEN ELECTRIC INC,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,35,1500,6200 GLEN HILL RD,LOUISVILLE          ,KY,40222,,6/3/2013 10:51,38.296701,-85.635028
6103,14BL2946,MTM DISASTER SERVICES LLC,,2,Residential,Addition,Building Permit,,184,50,11000,7201 ARROWWOOD RD,GRAYMOOR/DEVONDALE  ,KY,40222,,6/3/2014 16:02,38.274921,-85.618635
6104,14HV1202,FOUR SEASONS HVAC,,2,Residential,Replacement,HVAC Permit,,0,75,3500,8201 GLIMMER WAY,LOUISVILLE          ,KY,40214,,1/9/2014 15:28,38.132038,-85.778653
6105,346571,HOME MAKEOVER,,2,Residential,New,Building Permit,,1300,97,80000,1812 GREYLING DR,LOUISVILLE          ,KY,40272,,11/7/2012 13:21,38.115163,-85.8004179
6106,13HV1377,PRUDENTIAL HEATING & AIR CONDI,,2,Residential,Replacement,HVAC Permit,,0,75,4000,3411 BARBOUR LN,BARBOURMEADE        ,KY,40241,,7/8/2013 17:01,38.2986182,-85.6045327
6107,14HV9925,KEN J BUEHNER HEATING AC,,2,Residential,Replacement,HVAC Permit,,0,75,3100,2229 BONNYCASTLE AVE,LOUISVILLE          ,KY,40205,,9/5/2014 14:24,38.234156,-85.699822
6108,BL944054,T L HARRIS CONSTRUCTION LLC,,2,Residential,Addition,Building Permit,,192,50,8600,2117 LANCASHIRE AVE,LOUISVILLE          ,KY,40205,,6/10/2015 12:27,38.215088,-85.678009
6109,361896,N TRUE ENERGY,,2,Residential,New,HVAC Permit,,0,75,6300,7910 WHITE CEDAR PL,LOUISVILLE          ,KY,40219,,5/13/2013 8:29,38.135575,-85.665261
6110,361818,DAVID SAMPSON,,2,Residential,Rewire Repair Add Wiring,Electrical Permit,,0,50,10,6605 SKYLINE DR,LOUISVILLE          ,KY,40272,,5/10/2013 12:42,38.112926,-85.883035
6111,361569,PRUDENTIAL HVAC,,2,Residential,New,HVAC Permit,,0,75,1,2054 MIDLAND AVE,LOUISVILLE          ,KY,40204,,5/9/2013 16:46,38.234972,-85.710738
6112,SI941948,ABC NEON & SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,,0,0,6000,4906 OUTER LOOP,LOUISVILLE          ,KY,40219,,5/21/2015 10:16,38.137299,-85.668443
6113,SI941948,ABC NEON & SIGN COMPANY INC,,1,Commercial,On Premises Sign,Sign Permit,,0,84,6000,4906 OUTER LOOP,LOUISVILLE          ,KY,40219,,5/21/2015 10:16,38.137299,-85.668443
6114,14BL1571,BALL HOMES INC,,2,Residential,New,Building Permit,,3245,1000,108000,18330 STANDWICK DR,LOUISVILLE          ,KY,40245,,3/4/2014 14:59,38.239294,-85.411544
6115,14BL1571,BALL HOMES INC,,2,Residential,New,Building Permit,,3245,243,108000,18330 STANDWICK DR,LOUISVILLE          ,KY,40245,,3/4/2014 14:59,38.239294,-85.411544
6116,13SI1250,CORNERSTONE SIGN & DECAL INC,,1,Commercial,On Premises Sign,Sign Permit,,0,156,13148,2001 NEWBURG RD,LOUISVILLE          ,KY,40205,,11/19/2013 14:19,38.220734,-85.704163
6117,13BL6246,CLORE CONSTRUCTION CO LLC,,2,Residential,Renovation - Alter - Repair,Building Permit,,450,50,25000,1443 WILLOW AVE,LOUISVILLE          ,KY,40204,,12/10/2013 16:13,38.233823,-85.707675
